order_id,order_date,order_status_id,expected_delivery_date,delivery_date,quote_id,shipping_address_id
ORD07315,2020-08-22,OST00003,2020-09-22,,QUO09960,SCI00347
ORD39078,2023-02-05,OST00002,2023-03-05,2023-04-05,QUO62586,SCI00348
ORD49820,2020-06-30,OST00003,2020-07-30,,QUO54112,SCI00349
ORD79039,2022-05-14,OST00003,2022-06-14,,QUO46554,SCI00350
ORD75493,2020-09-07,OST00003,2020-10-07,,QUO79261,SCI00351
ORD66445,2022-01-24,OST00001,2022-02-24,,QUO53302,SCI00352
ORD01588,2020-10-09,OST00003,2020-11-09,,QUO94986,SCI00353
ORD93256,2020-10-06,OST00003,2020-11-06,,QUO51868,SCI00354
ORD31850,2023-03-02,OST00002,2023-04-02,2023-05-02,QUO68303,SCI00355
ORD53238,2021-11-17,OST00002,2021-12-17,2022-01-17,QUO03075,SCI00356
ORD72834,2022-07-09,OST00003,2022-08-09,,QUO18511,SCI00357
ORD54298,2020-11-30,OST00003,2020-12-30,,QUO98567,SCI00358
ORD06162,2021-04-11,OST00001,2021-05-11,,QUO37208,SCI00359
ORD62344,2022-02-02,OST00002,2022-03-02,2022-04-02,QUO05309,SCI00360
ORD54865,2022-11-23,OST00003,2022-12-23,,QUO36557,SCI00361
ORD45033,2023-03-10,OST00001,2023-04-10,,QUO85264,SCI00362
ORD55999,2023-01-06,OST00003,2023-02-06,,QUO23943,SCI00363
ORD86345,2023-02-05,OST00003,2023-03-05,,QUO83068,SCI00364
ORD49959,2020-06-09,OST00001,2020-07-09,,QUO87914,SCI00365
ORD85134,2021-12-29,OST00002,2022-01-29,2022-02-28,QUO09090,SCI00366
ORD89424,2022-08-15,OST00002,2022-09-15,2022-10-15,QUO85440,SCI00367
ORD69086,2022-10-22,OST00002,2022-11-22,2022-12-22,QUO44246,SCI00368
ORD72487,2023-01-22,OST00001,2023-02-22,,QUO67060,SCI00369
ORD24074,2022-09-01,OST00001,2022-10-01,,QUO27858,SCI00370
ORD57549,2022-03-14,OST00003,2022-04-14,,QUO52103,SCI00371
ORD06458,2021-06-12,OST00003,2021-07-12,,QUO23108,SCI00372
ORD03512,2021-12-29,OST00002,2022-01-29,2022-02-28,QUO05641,SCI00373
ORD93546,2020-11-08,OST00003,2020-12-08,,QUO74577,SCI00374
ORD07897,2021-01-05,OST00001,2021-02-05,,QUO96250,SCI00375
ORD35320,2020-05-22,OST00002,2020-06-22,2020-07-22,QUO40501,SCI00376
ORD76930,2020-06-19,OST00001,2020-07-19,,QUO63986,SCI00377
ORD98690,2020-06-30,OST00001,2020-07-30,,QUO87690,SCI00378
ORD15290,2022-05-19,OST00002,2022-06-19,2022-07-19,QUO46832,SCI00379
ORD30493,2023-02-24,OST00003,2023-03-24,,QUO54466,SCI00380
ORD14013,2020-06-28,OST00003,2020-07-28,,QUO48745,SCI00381
ORD28224,2021-03-11,OST00002,2021-04-11,2021-05-11,QUO07894,SCI00382
ORD68765,2020-09-07,OST00001,2020-10-07,,QUO95015,SCI00383
ORD47375,2021-06-12,OST00002,2021-07-12,2021-08-12,QUO07044,SCI00384
ORD55907,2020-04-03,OST00002,2020-05-03,2020-06-03,QUO80387,SCI00385
ORD19196,2022-05-19,OST00002,2022-06-19,2022-07-19,QUO51426,SCI00386
ORD83916,2020-10-23,OST00001,2020-11-23,,QUO51787,SCI00387
ORD80419,2022-03-09,OST00003,2022-04-09,,QUO54851,SCI00388
ORD19114,2022-12-09,OST00001,2023-01-09,,QUO76741,SCI00389
ORD24045,2020-11-07,OST00003,2020-12-07,,QUO96712,SCI00390
ORD48841,2020-04-22,OST00002,2020-05-22,2020-06-22,QUO51257,SCI00391
ORD37786,2020-09-12,OST00001,2020-10-12,,QUO33987,SCI00392
ORD95461,2022-04-08,OST00003,2022-05-08,,QUO35519,SCI00393
ORD90079,2020-11-08,OST00003,2020-12-08,,QUO64020,SCI00394
ORD20076,2021-09-16,OST00001,2021-10-16,,QUO95319,SCI00395
ORD41391,2022-11-21,OST00003,2022-12-21,,QUO67899,SCI00396
ORD06951,2022-10-20,OST00003,2022-11-20,,QUO83725,SCI00397
ORD56321,2022-08-02,OST00002,2022-09-02,2022-10-02,QUO15515,SCI00398
ORD32145,2022-01-24,OST00001,2022-02-24,,QUO23630,SCI00399
ORD99463,2021-08-01,OST00003,2021-09-01,,QUO25158,SCI00400
ORD49393,2021-03-07,OST00001,2021-04-07,,QUO06797,SCI00401
ORD13712,2020-07-27,OST00002,2020-08-27,2020-09-27,QUO87854,SCI00402
ORD39216,2020-05-29,OST00002,2020-06-29,2020-07-29,QUO70207,SCI00403
ORD59113,2021-07-24,OST00003,2021-08-24,,QUO35638,SCI00404
ORD73370,2022-04-08,OST00002,2022-05-08,2022-06-08,QUO49625,SCI00405
ORD59085,2021-08-14,OST00002,2021-09-14,2021-10-14,QUO03388,SCI00406
ORD39023,2021-05-27,OST00001,2021-06-27,,QUO18071,SCI00407
ORD53309,2021-10-29,OST00001,2021-11-29,,QUO51979,SCI00408
ORD46966,2022-08-29,OST00003,2022-09-29,,QUO95967,SCI00409
ORD72124,2020-05-03,OST00003,2020-06-03,,QUO04190,SCI00410
ORD71892,2020-05-15,OST00002,2020-06-15,2020-07-15,QUO32252,SCI00411
ORD16739,2023-03-28,OST00002,2023-04-28,2023-05-28,QUO89253,SCI00412
ORD93678,2022-09-01,OST00002,2022-10-01,2022-11-01,QUO11683,SCI00413
ORD15433,2021-11-26,OST00001,2021-12-26,,QUO99425,SCI00414
ORD64446,2020-06-12,OST00002,2020-07-12,2020-08-12,QUO53345,SCI00415
ORD16358,2022-08-15,OST00003,2022-09-15,,QUO15957,SCI00416
ORD57617,2021-12-24,OST00001,2022-01-24,,QUO50252,SCI00417
ORD00647,2022-07-09,OST00001,2022-08-09,,QUO30764,SCI00418
ORD84156,2020-11-23,OST00003,2020-12-23,,QUO03688,SCI00419
ORD67027,2021-12-22,OST00001,2022-01-22,,QUO78880,SCI00420
ORD05242,2022-11-04,OST00001,2022-12-04,,QUO97016,SCI00421
ORD19828,2021-11-30,OST00002,2021-12-30,2022-01-30,QUO26525,SCI00422
ORD81940,2020-10-03,OST00001,2020-11-03,,QUO22121,SCI00423
ORD37974,2022-03-05,OST00003,2022-04-05,,QUO64324,SCI00424
ORD31492,2021-09-09,OST00002,2021-10-09,2021-11-09,QUO32988,SCI00425
ORD61420,2023-01-28,OST00002,2023-02-28,2023-03-28,QUO38883,SCI00426
ORD22656,2022-10-20,OST00003,2022-11-20,,QUO05570,SCI00427
ORD68080,2020-08-24,OST00001,2020-09-24,,QUO06185,SCI00428
ORD34405,2021-08-01,OST00001,2021-09-01,,QUO45325,SCI00429
ORD49399,2022-10-19,OST00003,2022-11-19,,QUO57854,SCI00430
ORD07649,2022-01-11,OST00001,2022-02-11,,QUO69634,SCI00431
ORD62422,2020-07-15,OST00003,2020-08-15,,QUO83271,SCI00432
ORD55734,2020-05-11,OST00001,2020-06-11,,QUO68357,SCI00433
ORD21907,2023-02-23,OST00001,2023-03-23,,QUO60848,SCI00434
ORD70457,2023-03-13,OST00003,2023-04-13,,QUO71238,SCI00435
ORD48458,2023-03-15,OST00003,2023-04-15,,QUO33629,SCI00436
ORD19042,2022-04-10,OST00003,2022-05-10,,QUO52635,SCI00437
ORD42857,2021-08-26,OST00002,2021-09-26,2021-10-26,QUO08614,SCI00438
ORD27543,2022-07-22,OST00002,2022-08-22,2022-09-22,QUO04756,SCI00439
ORD25217,2023-01-06,OST00003,2023-02-06,,QUO00127,SCI00440
ORD19130,2022-09-25,OST00001,2022-10-25,,QUO03992,SCI00441
ORD23480,2020-10-30,OST00002,2020-11-30,2020-12-30,QUO50843,SCI00442
ORD66847,2023-03-02,OST00003,2023-04-02,,QUO24623,SCI00443
ORD36918,2022-08-05,OST00003,2022-09-05,,QUO86686,SCI00444
ORD89735,2022-10-02,OST00003,2022-11-02,,QUO14179,SCI00445
ORD71350,2022-03-29,OST00003,2022-04-29,,QUO10099,SCI00446
ORD06078,2021-02-24,OST00001,2021-03-24,,QUO77113,SCI00447
ORD43697,2021-10-04,OST00003,2021-11-04,,QUO81826,SCI00448
ORD28450,2022-06-05,OST00003,2022-07-05,,QUO79000,SCI00449
ORD63069,2022-12-19,OST00002,2023-01-19,2023-02-19,QUO28869,SCI00450
ORD73293,2022-11-21,OST00002,2022-12-21,2023-01-21,QUO84339,SCI00451
ORD04837,2022-08-17,OST00003,2022-09-17,,QUO68774,SCI00452
ORD96840,2022-06-30,OST00002,2022-07-30,2022-08-30,QUO01194,SCI00453
ORD64687,2022-04-11,OST00002,2022-05-11,2022-06-11,QUO99295,SCI00454
ORD14686,2020-04-02,OST00002,2020-05-02,2020-06-02,QUO71470,SCI00455
ORD30396,2022-12-28,OST00003,2023-01-28,,QUO08006,SCI00456
ORD17357,2022-06-17,OST00001,2022-07-17,,QUO14520,SCI00457
ORD50967,2022-04-11,OST00002,2022-05-11,2022-06-11,QUO73800,SCI00458
ORD53761,2022-02-05,OST00001,2022-03-05,,QUO83306,SCI00459
ORD66585,2022-11-04,OST00002,2022-12-04,2023-01-04,QUO76145,SCI00460
ORD13061,2022-07-09,OST00003,2022-08-09,,QUO38208,SCI00461
ORD16492,2020-10-03,OST00001,2020-11-03,,QUO03379,SCI00462
ORD97574,2021-12-14,OST00001,2022-01-14,,QUO59845,SCI00464
ORD12134,2021-04-05,OST00001,2021-05-05,,QUO54002,SCI00465
ORD52174,2021-06-14,OST00002,2021-07-14,2021-08-14,QUO57036,SCI00466
ORD04167,2022-11-01,OST00003,2022-12-01,,QUO82310,SCI00467
ORD40889,2020-04-04,OST00002,2020-05-04,2020-06-04,QUO70961,SCI00468
ORD34578,2021-02-22,OST00003,2021-03-22,,QUO68742,SCI00469
ORD69620,2020-07-27,OST00002,2020-08-27,2020-09-27,QUO63794,SCI00470
ORD11217,2021-12-22,OST00002,2022-01-22,2022-02-22,QUO76904,SCI00471
ORD70365,2022-01-07,OST00003,2022-02-07,,QUO36736,SCI00472
ORD99625,2021-09-16,OST00003,2021-10-16,,QUO28004,SCI00473
ORD60941,2022-01-24,OST00001,2022-02-24,,QUO32677,SCI00474
ORD96645,2022-02-26,OST00003,2022-03-26,,QUO11080,SCI00475
ORD65403,2020-10-03,OST00001,2020-11-03,,QUO22121,SCI00476
ORD05259,2021-03-01,OST00003,2021-04-01,,QUO84200,SCI00477
ORD77213,2023-02-05,OST00002,2023-03-05,2023-04-05,QUO75722,SCI00478
ORD14741,2022-10-31,OST00002,2022-11-30,2022-12-31,QUO93282,SCI00479
ORD58933,2021-08-22,OST00003,2021-09-22,,QUO48225,SCI00480
ORD85252,2023-01-06,OST00002,2023-02-06,2023-03-06,QUO11471,SCI00481
ORD47054,2022-10-16,OST00002,2022-11-16,2022-12-16,QUO39296,SCI00482
ORD80050,2022-08-06,OST00001,2022-09-06,,QUO82987,SCI00483
ORD28910,2022-11-09,OST00001,2022-12-09,,QUO27544,SCI00484
ORD03213,2022-06-14,OST00001,2022-07-14,,QUO34975,SCI00485
ORD57853,2021-01-18,OST00001,2021-02-18,,QUO87202,SCI00486
ORD83147,2023-01-16,OST00002,2023-02-16,2023-03-16,QUO85102,SCI00487
ORD22994,2020-05-11,OST00002,2020-06-11,2020-07-11,QUO62656,SCI00488
ORD15927,2023-02-25,OST00001,2023-03-25,,QUO43654,SCI00489
ORD61623,2021-01-09,OST00003,2021-02-09,,QUO13479,SCI00490
ORD96119,2020-07-13,OST00002,2020-08-13,2020-09-13,QUO33404,SCI00491
ORD96987,2021-03-07,OST00002,2021-04-07,2021-05-07,QUO65518,SCI00492
ORD88152,2022-06-19,OST00001,2022-07-19,,QUO69378,SCI00493
ORD13390,2022-07-01,OST00002,2022-08-01,2022-09-01,QUO35061,SCI00494
ORD18914,2022-02-04,OST00002,2022-03-04,2022-04-04,QUO16126,SCI00495
ORD89687,2021-12-25,OST00002,2022-01-25,2022-02-25,QUO08080,SCI00496
ORD56614,2021-04-08,OST00001,2021-05-08,,QUO00120,SCI00497
ORD06781,2021-11-28,OST00003,2021-12-28,,QUO95951,SCI00498
ORD31317,2022-03-02,OST00002,2022-04-02,2022-05-02,QUO75812,SCI00499
ORD80162,2022-11-25,OST00002,2022-12-25,2023-01-25,QUO95981,SCI00500
ORD05915,2021-12-14,OST00001,2022-01-14,,QUO90957,SCI00501
ORD39560,2021-10-16,OST00003,2021-11-16,,QUO16430,SCI00502
ORD46872,2020-10-19,OST00002,2020-11-19,2020-12-19,QUO73532,SCI00503
ORD75031,2021-03-01,OST00003,2021-04-01,,QUO97142,SCI00504
ORD88591,2022-11-04,OST00003,2022-12-04,,QUO47133,SCI00505
ORD67333,2020-08-21,OST00001,2020-09-21,,QUO23376,SCI00506
ORD42469,2022-05-19,OST00002,2022-06-19,2022-07-19,QUO17529,SCI00507
ORD20550,2022-05-14,OST00003,2022-06-14,,QUO28746,SCI00508
ORD68872,2020-04-20,OST00003,2020-05-20,,QUO80080,SCI00509
ORD11590,2021-04-09,OST00003,2021-05-09,,QUO44481,SCI00510
ORD91082,2021-04-04,OST00003,2021-05-04,,QUO01008,SCI00511
ORD54080,2021-11-01,OST00002,2021-12-01,2022-01-01,QUO51429,SCI00512
ORD51992,2021-09-29,OST00002,2021-10-29,2021-11-29,QUO14515,SCI00513
ORD11605,2021-11-07,OST00001,2021-12-07,,QUO95097,SCI00514
ORD34412,2021-12-29,OST00003,2022-01-29,,QUO48287,SCI00515
ORD18837,2022-07-13,OST00002,2022-08-13,2022-09-13,QUO02963,SCI00516
ORD35756,2020-06-20,OST00001,2020-07-20,,QUO54558,SCI00517
ORD12759,2020-07-16,OST00002,2020-08-16,2020-09-16,QUO27313,SCI00518
ORD12332,2020-12-18,OST00002,2021-01-18,2021-02-18,QUO84868,SCI00519
ORD20429,2021-04-28,OST00003,2021-05-28,,QUO66721,SCI00520
ORD69681,2022-12-11,OST00002,2023-01-11,2023-02-11,QUO43483,SCI00521
ORD95743,2020-12-19,OST00001,2021-01-19,,QUO31418,SCI00522
ORD80366,2022-08-15,OST00002,2022-09-15,2022-10-15,QUO52515,SCI00523
ORD33568,2020-04-16,OST00001,2020-05-16,,QUO32564,SCI00524
ORD48105,2022-07-21,OST00003,2022-08-21,,QUO89163,SCI00525
ORD79461,2020-05-10,OST00001,2020-06-10,,QUO16129,SCI00526
ORD33096,2022-01-05,OST00002,2022-02-05,2022-03-05,QUO00191,SCI00527
ORD71295,2023-02-23,OST00002,2023-03-23,2023-04-23,QUO44450,SCI00528
ORD82921,2023-03-29,OST00001,2023-04-29,,QUO87822,SCI00529
ORD41534,2022-05-07,OST00003,2022-06-07,,QUO69062,SCI00530
ORD17787,2021-04-11,OST00001,2021-05-11,,QUO45507,SCI00531
ORD77855,2020-05-22,OST00003,2020-06-22,,QUO80103,SCI00532
ORD80308,2022-04-10,OST00002,2022-05-10,2022-06-10,QUO01991,SCI00533
ORD65158,2021-02-22,OST00002,2021-03-22,2021-04-22,QUO68736,SCI00534
ORD69218,2023-02-03,OST00003,2023-03-03,,QUO17368,SCI00535
ORD59254,2021-04-28,OST00003,2021-05-28,,QUO03265,SCI00536
ORD49739,2020-09-30,OST00003,2020-10-30,,QUO55044,SCI00537
ORD40946,2020-06-01,OST00002,2020-07-01,2020-08-01,QUO18242,SCI00538
ORD09535,2020-10-09,OST00003,2020-11-09,,QUO04588,SCI00539
ORD72639,2023-01-30,OST00003,2023-02-28,,QUO09553,SCI00540
ORD70268,2020-06-26,OST00002,2020-07-26,2020-08-26,QUO61481,SCI00541
ORD37605,2021-12-20,OST00003,2022-01-20,,QUO39891,SCI00542
ORD06478,2021-04-10,OST00001,2021-05-10,,QUO95515,SCI00543
ORD10259,2020-06-20,OST00001,2020-07-20,,QUO03320,SCI00544
ORD74845,2021-10-05,OST00003,2021-11-05,,QUO18709,SCI00545
ORD79620,2021-08-30,OST00003,2021-09-30,,QUO32831,SCI00546
ORD06264,2021-01-01,OST00003,2021-02-01,,QUO31929,SCI00547
ORD06399,2022-03-29,OST00001,2022-04-29,,QUO36774,SCI00548
ORD79395,2022-05-19,OST00002,2022-06-19,2022-07-19,QUO46768,SCI00549
ORD83040,2020-08-22,OST00002,2020-09-22,2020-10-22,QUO27122,SCI00550
ORD68324,2022-05-26,OST00001,2022-06-26,,QUO34500,SCI00551
ORD75043,2020-07-16,OST00003,2020-08-16,,QUO97123,SCI00552
ORD90349,2022-06-13,OST00003,2022-07-13,,QUO70515,SCI00553
ORD28371,2022-05-14,OST00002,2022-06-14,2022-07-14,QUO13468,SCI00554
ORD27722,2021-04-28,OST00003,2021-05-28,,QUO25684,SCI00555
ORD16268,2021-01-09,OST00002,2021-02-09,2021-03-09,QUO86495,SCI00556
ORD98320,2022-04-11,OST00001,2022-05-11,,QUO61310,SCI00557
ORD64205,2022-11-23,OST00002,2022-12-23,2023-01-23,QUO80641,SCI00558
ORD94558,2020-11-28,OST00002,2020-12-28,2021-01-28,QUO28076,SCI00559
ORD93043,2022-05-14,OST00002,2022-06-14,2022-07-14,QUO47777,SCI00560
ORD27201,2021-12-14,OST00002,2022-01-14,2022-02-14,QUO14641,SCI00561
ORD83879,2020-08-24,OST00002,2020-09-24,2020-10-24,QUO67862,SCI00562
ORD69560,2022-03-20,OST00003,2022-04-20,,QUO71918,SCI00563
ORD44358,2022-03-03,OST00001,2022-04-03,,QUO86340,SCI00564
ORD12909,2022-05-25,OST00001,2022-06-25,,QUO23089,SCI00565
ORD53926,2021-07-08,OST00001,2021-08-08,,QUO92339,SCI00566
ORD46363,2022-04-28,OST00002,2022-05-28,2022-06-28,QUO48301,SCI00567
ORD91871,2021-09-03,OST00003,2021-10-03,,QUO90323,SCI00568
ORD02391,2022-04-10,OST00002,2022-05-10,2022-06-10,QUO30654,SCI00569
ORD62754,2021-10-08,OST00001,2021-11-08,,QUO49472,SCI00570
ORD36396,2021-08-21,OST00002,2021-09-21,2021-10-21,QUO15898,SCI00571
ORD61865,2022-05-08,OST00003,2022-06-08,,QUO40783,SCI00572
ORD89167,2021-04-19,OST00003,2021-05-19,,QUO99177,SCI00573
ORD53294,2021-12-01,OST00002,2022-01-01,2022-02-01,QUO29772,SCI00574
ORD50137,2021-12-29,OST00003,2022-01-29,,QUO33270,SCI00575
ORD78269,2021-05-05,OST00002,2021-06-05,2021-07-05,QUO09085,SCI00576
ORD97492,2022-08-02,OST00003,2022-09-02,,QUO73808,SCI00577
ORD77600,2021-08-04,OST00002,2021-09-04,2021-10-04,QUO05590,SCI00578
ORD67504,2021-08-14,OST00002,2021-09-14,2021-10-14,QUO71967,SCI00579
ORD09990,2021-07-24,OST00001,2021-08-24,,QUO93037,SCI00580
ORD58012,2023-03-11,OST00002,2023-04-11,2023-05-11,QUO99672,SCI00581
ORD53986,2022-12-13,OST00001,2023-01-13,,QUO51558,SCI00582
ORD39101,2022-02-03,OST00001,2022-03-03,,QUO79896,SCI00583
ORD55187,2021-12-04,OST00003,2022-01-04,,QUO68338,SCI00584
ORD34045,2023-01-06,OST00001,2023-02-06,,QUO27636,SCI00585
ORD21148,2021-06-12,OST00002,2021-07-12,2021-08-12,QUO60233,SCI00586
ORD51930,2021-04-05,OST00001,2021-05-05,,QUO58632,SCI00587
ORD49517,2021-09-12,OST00003,2021-10-12,,QUO20360,SCI00588
ORD51838,2021-10-28,OST00001,2021-11-28,,QUO97889,SCI00589
ORD69007,2022-10-26,OST00002,2022-11-26,2022-12-26,QUO51100,SCI00590
ORD40686,2021-04-09,OST00001,2021-05-09,,QUO63498,SCI00591
ORD22662,2020-11-07,OST00001,2020-12-07,,QUO92490,SCI00592
ORD86498,2021-01-25,OST00002,2021-02-25,2021-03-25,QUO42064,SCI00593
ORD23113,2022-10-27,OST00003,2022-11-27,,QUO05707,SCI00594
ORD80096,2021-01-17,OST00002,2021-02-17,2021-03-17,QUO52192,SCI00595
ORD29764,2021-10-24,OST00001,2021-11-24,,QUO35475,SCI00596
ORD25043,2021-03-22,OST00003,2021-04-22,,QUO35708,SCI00597
ORD50323,2020-11-28,OST00003,2020-12-28,,QUO23519,SCI00598
ORD93682,2020-10-03,OST00003,2020-11-03,,QUO44006,SCI00599
ORD91388,2022-07-25,OST00001,2022-08-25,,QUO65228,SCI00600
ORD50380,2022-07-13,OST00001,2022-08-13,,QUO22321,SCI00601
ORD79996,2022-05-07,OST00002,2022-06-07,2022-07-07,QUO70176,SCI00602
ORD73892,2022-02-08,OST00002,2022-03-08,2022-04-08,QUO34433,SCI00603
ORD31092,2020-11-29,OST00002,2020-12-29,2021-01-29,QUO81687,SCI00604
ORD42037,2021-12-20,OST00003,2022-01-20,,QUO18786,SCI00605
ORD02200,2021-04-05,OST00002,2021-05-05,2021-06-05,QUO07040,SCI00606
ORD69325,2020-12-21,OST00001,2021-01-21,,QUO81925,SCI00607
ORD78201,2021-12-04,OST00003,2022-01-04,,QUO03498,SCI00608
ORD91543,2022-04-15,OST00002,2022-05-15,2022-06-15,QUO02974,SCI00609
ORD02227,2021-11-01,OST00002,2021-12-01,2022-01-01,QUO07773,SCI00610
ORD72871,2022-02-26,OST00003,2022-03-26,,QUO97088,SCI00611
ORD82834,2021-09-12,OST00003,2021-10-12,,QUO36479,SCI00612
ORD59484,2020-09-11,OST00003,2020-10-11,,QUO42922,SCI00613
ORD23864,2023-02-26,OST00001,2023-03-26,,QUO72270,SCI00614
ORD00671,2023-02-05,OST00003,2023-03-05,,QUO47793,SCI00615
ORD84747,2023-01-16,OST00002,2023-02-16,2023-03-16,QUO78592,SCI00616
ORD17562,2020-04-22,OST00002,2020-05-22,2020-06-22,QUO27216,SCI00617
ORD88951,2023-02-28,OST00001,2023-03-28,,QUO90068,SCI00618
ORD97509,2021-11-07,OST00001,2021-12-07,,QUO61483,SCI00619
ORD62249,2022-08-17,OST00001,2022-09-17,,QUO44418,SCI00620
ORD19218,2022-06-21,OST00002,2022-07-21,2022-08-21,QUO46324,SCI00621
ORD21990,2021-08-22,OST00001,2021-09-22,,QUO56161,SCI00622
ORD38843,2023-02-09,OST00003,2023-03-09,,QUO77733,SCI00623
ORD13297,2020-06-03,OST00001,2020-07-03,,QUO89948,SCI00624
ORD61558,2022-03-23,OST00003,2022-04-23,,QUO02069,SCI00625
ORD57866,2022-01-12,OST00002,2022-02-12,2022-03-12,QUO27674,SCI00626
ORD92852,2022-09-09,OST00003,2022-10-09,,QUO72417,SCI00627
ORD50079,2020-04-19,OST00002,2020-05-19,2020-06-19,QUO00488,SCI00628
ORD51947,2020-11-30,OST00003,2020-12-30,,QUO93521,SCI00629
ORD05798,2021-08-04,OST00003,2021-09-04,,QUO66063,SCI00630
ORD75929,2021-08-14,OST00001,2021-09-14,,QUO58006,SCI00631
ORD16219,2021-04-10,OST00001,2021-05-10,,QUO36015,SCI00632
ORD16836,2022-06-27,OST00002,2022-07-27,2022-08-27,QUO92563,SCI00633
ORD32669,2021-08-26,OST00001,2021-09-26,,QUO45271,SCI00634
ORD18952,2022-04-10,OST00003,2022-05-10,,QUO25659,SCI00635
ORD04607,2022-03-02,OST00001,2022-04-02,,QUO65140,SCI00636
ORD41445,2021-12-03,OST00001,2022-01-03,,QUO24634,SCI00637
ORD96232,2022-03-09,OST00003,2022-04-09,,QUO76161,SCI00638
ORD53199,2021-12-25,OST00003,2022-01-25,,QUO41761,SCI00639
ORD29433,2022-08-14,OST00002,2022-09-14,2022-10-14,QUO57699,SCI00640
ORD77803,2021-02-24,OST00003,2021-03-24,,QUO09986,SCI00641
ORD86348,2022-05-21,OST00001,2022-06-21,,QUO91709,SCI00642
ORD20308,2021-07-12,OST00003,2021-08-12,,QUO22078,SCI00643
ORD31013,2023-03-16,OST00001,2023-04-16,,QUO92844,SCI00644
ORD41094,2021-03-06,OST00002,2021-04-06,2021-05-06,QUO46631,SCI00645
ORD48549,2022-06-06,OST00002,2022-07-06,2022-08-06,QUO94459,SCI00646
ORD06800,2021-07-22,OST00001,2021-08-22,,QUO05864,SCI00647
ORD87041,2020-06-30,OST00001,2020-07-30,,QUO32851,SCI00648
ORD60746,2022-02-19,OST00002,2022-03-19,2022-04-19,QUO81079,SCI00649
ORD91349,2020-05-13,OST00001,2020-06-13,,QUO47579,SCI00650
ORD38819,2022-05-17,OST00002,2022-06-17,2022-07-17,QUO52767,SCI00651
ORD35120,2022-02-20,OST00002,2022-03-20,2022-04-20,QUO18489,SCI00652
ORD04507,2023-02-20,OST00003,2023-03-20,,QUO32049,SCI00653
ORD62027,2022-03-14,OST00003,2022-04-14,,QUO72887,SCI00654
ORD65063,2021-12-01,OST00002,2022-01-01,2022-02-01,QUO78639,SCI00655
ORD44391,2021-07-11,OST00003,2021-08-11,,QUO24685,SCI00656
ORD57405,2023-03-13,OST00001,2023-04-13,,QUO30718,SCI00657
ORD96079,2020-06-12,OST00001,2020-07-12,,QUO53479,SCI00658
ORD02950,2021-03-12,OST00003,2021-04-12,,QUO87051,SCI00659
ORD71213,2020-10-15,OST00003,2020-11-15,,QUO79197,SCI00660
ORD57168,2022-05-07,OST00001,2022-06-07,,QUO72462,SCI00661
ORD46073,2021-11-28,OST00003,2021-12-28,,QUO99405,SCI00662
ORD85847,2023-03-11,OST00001,2023-04-11,,QUO94419,SCI00663
ORD25819,2020-09-01,OST00002,2020-10-01,2020-11-01,QUO17468,SCI00664
ORD41744,2021-08-14,OST00001,2021-09-14,,QUO98450,SCI00665
ORD76958,2020-04-04,OST00001,2020-05-04,,QUO36810,SCI00666
ORD97225,2021-10-12,OST00003,2021-11-12,,QUO61709,SCI00667
ORD64801,2022-07-25,OST00002,2022-08-25,2022-09-25,QUO29706,SCI00668
ORD58076,2022-03-16,OST00003,2022-04-16,,QUO14968,SCI00669
ORD78697,2022-01-12,OST00003,2022-02-12,,QUO18218,SCI00670
ORD64566,2022-08-15,OST00003,2022-09-15,,QUO27566,SCI00671
ORD40026,2021-12-20,OST00001,2022-01-20,,QUO81042,SCI00672
ORD42674,2022-03-26,OST00002,2022-04-26,2022-05-26,QUO34680,SCI00673
ORD47531,2023-03-29,OST00001,2023-04-29,,QUO91183,SCI00674
ORD81771,2020-06-03,OST00003,2020-07-03,,QUO13374,SCI00675
ORD39939,2022-10-02,OST00002,2022-11-02,2022-12-02,QUO85448,SCI00676
ORD12708,2020-08-11,OST00001,2020-09-11,,QUO05858,SCI00677
ORD02386,2020-10-30,OST00003,2020-11-30,,QUO76315,SCI00678
ORD77677,2021-04-05,OST00001,2021-05-05,,QUO23993,SCI00679
ORD12821,2021-02-23,OST00003,2021-03-23,,QUO06323,SCI00680
ORD13325,2021-12-24,OST00002,2022-01-24,2022-02-24,QUO54947,SCI00681
ORD75225,2023-03-10,OST00001,2023-04-10,,QUO83431,SCI00682
ORD61362,2023-01-22,OST00003,2023-02-22,,QUO07245,SCI00683
ORD82076,2021-07-24,OST00002,2021-08-24,2021-09-24,QUO39880,SCI00684
ORD86153,2021-12-17,OST00001,2022-01-17,,QUO24986,SCI00685
ORD60358,2023-02-25,OST00001,2023-03-25,,QUO76579,SCI00686
ORD27412,2021-12-01,OST00002,2022-01-01,2022-02-01,QUO96004,SCI00687
ORD71000,2021-07-12,OST00001,2021-08-12,,QUO17366,SCI00688
ORD36128,2021-11-30,OST00003,2021-12-30,,QUO31495,SCI00689
ORD54149,2022-01-06,OST00003,2022-02-06,,QUO31327,SCI00690
ORD96731,2022-10-02,OST00002,2022-11-02,2022-12-02,QUO52330,SCI00691
ORD69025,2020-05-22,OST00003,2020-06-22,,QUO76283,SCI00692
ORD77428,2020-08-08,OST00001,2020-09-08,,QUO59733,SCI00693
ORD95028,2020-08-24,OST00001,2020-09-24,,QUO14637,SCI00694
ORD34690,2020-09-11,OST00001,2020-10-11,,QUO67266,SCI00695
