lead_id,created_date,lead_score,account_id,lead_source_id,lead_status_id,user_id,customer_id
LEA05056,2020-11-13,97,ACC21341,LSR00002,LST00003,USE01758,CUS19685
LEA35519,2020-08-07,62,ACC88766,LSR00002,LST00003,USE02355,CUS46509
LEA58552,2020-11-21,83,ACC78530,LSR00004,LST00001,USE46703,CUS71193
LEA72687,2021-07-14,66,ACC78884,LSR00001,LST00001,USE02355,CUS53195
LEA33298,2022-11-15,22,ACC28892,LSR00006,LST00003,USE70047,CUS61347
LEA54981,2021-06-20,77,ACC96912,LSR00004,LST00003,USE21141,CUS23847
LEA72733,2022-11-23,87,ACC81139,LSR00004,LST00002,USE47430,CUS78864
LEA00853,2020-09-12,80,ACC75876,LSR00001,LST00001,USE42561,CUS58916
LEA25310,2020-06-12,41,ACC71150,LSR00001,LST00001,USE42547,CUS88575
LEA21616,2021-04-21,85,ACC01063,LSR00001,LST00003,USE02936,CUS36934
LEA99374,2022-01-25,28,ACC49778,LSR00005,LST00003,USE51109,CUS26577
LEA32779,2021-10-06,12,ACC70661,LSR00005,LST00003,USE46703,CUS65513
LEA98030,2022-04-25,24,ACC11797,LSR00002,LST00003,USE02936,CUS46773
LEA63848,2020-09-18,25,ACC25534,LSR00003,LST00003,USE34324,CUS23346
LEA92454,2021-07-05,53,ACC60746,LSR00003,LST00003,USE48045,CUS93798
LEA37125,2022-05-10,60,ACC66795,LSR00004,LST00001,USE70047,CUS81235
LEA90629,2021-12-27,78,ACC23955,LSR00001,LST00003,USE97715,CUS74473
LEA20623,2020-11-23,88,ACC52019,LSR00002,LST00001,USE21508,CUS64569
LEA36134,2020-07-03,74,ACC33496,LSR00003,LST00003,USE95961,CUS13196
LEA83894,2022-07-27,85,ACC31682,LSR00002,LST00003,USE51109,CUS28020
LEA90343,2021-07-12,62,ACC14580,LSR00006,LST00002,USE40632,CUS50668
LEA72085,2021-03-19,43,ACC95015,LSR00005,LST00001,USE30167,CUS67403
LEA02279,2021-10-24,63,ACC91988,LSR00004,LST00002,USE24976,CUS15130
LEA98444,2022-04-06,23,ACC35172,LSR00005,LST00003,USE01758,CUS59556
LEA04995,2021-03-20,92,ACC57460,LSR00004,LST00002,USE83708,CUS88139
LEA20343,2021-08-21,47,ACC37018,LSR00001,LST00001,USE42561,CUS50908
LEA46705,2021-05-29,40,ACC25534,LSR00005,LST00001,USE34324,CUS23346
LEA78898,2020-06-12,37,ACC61211,LSR00001,LST00002,USE35653,CUS21427
LEA70500,2022-01-10,86,ACC67875,LSR00002,LST00003,USE95961,CUS90008
LEA27383,2020-07-27,40,ACC69866,LSR00005,LST00003,USE17947,CUS26470
LEA70786,2020-09-09,68,ACC80858,LSR00005,LST00003,USE64167,CUS91582
LEA03871,2021-10-02,99,ACC83856,LSR00003,LST00001,USE42547,CUS55248
LEA56052,2020-11-02,22,ACC16796,LSR00004,LST00001,USE51109,CUS08840
LEA81768,2022-09-28,30,ACC83856,LSR00006,LST00001,USE42547,CUS55248
LEA33415,2020-06-01,59,ACC90021,LSR00001,LST00003,USE90173,CUS58050
LEA89931,2021-03-12,34,ACC41646,LSR00002,LST00003,USE40632,CUS70431
LEA50189,2020-03-10,10,ACC25845,LSR00002,LST00001,USE17947,CUS33322
LEA44582,2022-08-21,17,ACC69866,LSR00005,LST00003,USE17947,CUS26470
LEA47266,2021-03-08,26,ACC10953,LSR00001,LST00001,USE95961,CUS96768
LEA51607,2021-05-14,60,ACC66132,LSR00002,LST00001,USE02355,CUS20816
LEA63870,2021-11-07,45,ACC69866,LSR00001,LST00002,USE17947,CUS26470
LEA95597,2021-03-22,17,ACC75287,LSR00001,LST00003,USE90173,CUS88377
LEA01214,2022-08-09,71,ACC48452,LSR00003,LST00003,USE86666,CUS24364
LEA77989,2021-11-05,92,ACC70493,LSR00004,LST00002,USE97715,CUS88584
LEA56530,2021-06-25,85,ACC96912,LSR00004,LST00002,USE21141,CUS23847
LEA46841,2020-03-03,53,ACC88766,LSR00001,LST00003,USE02355,CUS46509
LEA71702,2021-12-25,100,ACC75046,LSR00004,LST00002,USE46703,CUS09029
LEA88271,2022-10-22,34,ACC62522,LSR00005,LST00001,USE42547,CUS36078
LEA13358,2021-04-18,91,ACC78225,LSR00003,LST00003,USE98230,CUS99364
LEA87730,2021-10-06,54,ACC90584,LSR00003,LST00001,USE01758,CUS55465
LEA09776,2020-12-01,14,ACC43580,LSR00002,LST00001,USE14736,CUS91342
LEA02117,2021-08-17,24,ACC51971,LSR00002,LST00003,USE98230,CUS88763
LEA31067,2022-11-30,46,ACC41646,LSR00005,LST00003,USE40632,CUS70431
LEA98831,2021-09-14,78,ACC25776,LSR00001,LST00003,USE08403,CUS50788
LEA11852,2021-06-03,84,ACC05243,LSR00002,LST00003,USE14736,CUS86466
LEA62684,2021-11-02,84,ACC12506,LSR00006,LST00003,USE97715,CUS85049
LEA95426,2022-04-01,69,ACC87270,LSR00002,LST00003,USE21141,CUS10848
LEA28383,2022-10-31,65,ACC20933,LSR00003,LST00002,USE21508,CUS86273
LEA93011,2021-09-28,20,ACC76019,LSR00002,LST00001,USE46703,CUS63344
LEA16544,2021-11-20,78,ACC35444,LSR00001,LST00002,USE23457,CUS14693
LEA23456,2022-03-22,31,ACC75287,LSR00005,LST00002,USE90173,CUS88377
LEA14057,2022-03-06,44,ACC25534,LSR00001,LST00001,USE34324,CUS23346
LEA91292,2022-02-24,51,ACC97021,LSR00005,LST00003,USE86666,CUS90644
LEA51360,2021-08-28,13,ACC59577,LSR00006,LST00003,USE90173,CUS23589
LEA12732,2021-07-28,13,ACC57835,LSR00005,LST00001,USE42547,CUS66389
LEA75025,2021-09-24,59,ACC84642,LSR00004,LST00003,USE98230,CUS87972
LEA69485,2020-02-12,67,ACC73527,LSR00004,LST00003,USE23457,CUS06230
LEA05095,2020-10-17,88,ACC06205,LSR00005,LST00003,USE34324,CUS78183
LEA51215,2022-05-14,41,ACC71150,LSR00001,LST00001,USE42547,CUS88575
LEA16349,2021-09-25,25,ACC05058,LSR00005,LST00003,USE08695,CUS08763
LEA16191,2022-03-04,16,ACC49778,LSR00005,LST00002,USE51109,CUS26577
LEA40288,2022-03-01,20,ACC71892,LSR00005,LST00002,USE21141,CUS97011
LEA80223,2021-10-05,38,ACC73380,LSR00004,LST00002,USE23457,CUS32525
LEA92395,2022-03-10,86,ACC87270,LSR00003,LST00002,USE21141,CUS10848
LEA63845,2020-11-27,92,ACC05243,LSR00004,LST00002,USE14736,CUS86466
LEA25389,2020-08-08,88,ACC00640,LSR00006,LST00002,USE23457,CUS07833
LEA04172,2022-06-15,71,ACC88502,LSR00005,LST00003,USE24976,CUS44839
LEA51421,2021-01-03,66,ACC13138,LSR00004,LST00002,USE24976,CUS60348
LEA94677,2021-11-08,43,ACC64625,LSR00001,LST00003,USE90173,CUS30237
LEA93483,2021-02-09,61,ACC61532,LSR00003,LST00001,USE21508,CUS05384
LEA21763,2022-12-10,36,ACC41646,LSR00002,LST00002,USE40632,CUS70431
LEA19331,2020-08-29,46,ACC70719,LSR00006,LST00001,USE21508,CUS14137
LEA57339,2020-03-19,100,ACC49445,LSR00003,LST00003,USE02936,CUS64265
LEA10098,2020-02-08,88,ACC33565,LSR00001,LST00002,USE95961,CUS51771
LEA10884,2021-08-07,85,ACC73380,LSR00001,LST00001,USE23457,CUS32525
LEA44710,2020-05-09,20,ACC55427,LSR00003,LST00001,USE40632,CUS78063
LEA23370,2022-09-24,77,ACC78530,LSR00001,LST00002,USE46703,CUS71193
LEA55272,2022-01-08,44,ACC99098,LSR00001,LST00001,USE40632,CUS17442
LEA78272,2020-09-06,42,ACC53037,LSR00003,LST00003,USE14736,CUS37522
LEA43418,2020-01-03,62,ACC75046,LSR00005,LST00002,USE46703,CUS09029
LEA58181,2021-06-09,63,ACC59319,LSR00005,LST00001,USE02355,CUS79008
LEA25189,2020-06-09,73,ACC35866,LSR00003,LST00002,USE98230,CUS60208
LEA97940,2020-05-09,24,ACC28892,LSR00004,LST00003,USE70047,CUS61347
LEA75616,2022-05-17,76,ACC25776,LSR00002,LST00002,USE08403,CUS50788
LEA00167,2020-06-10,56,ACC47048,LSR00004,LST00001,USE35653,CUS47311
LEA85554,2022-03-30,66,ACC73527,LSR00005,LST00001,USE23457,CUS06230
LEA46071,2020-08-24,99,ACC35796,LSR00001,LST00001,USE02355,CUS26176
LEA18022,2021-08-11,51,ACC35796,LSR00003,LST00002,USE02355,CUS26176
LEA11696,2020-03-12,63,ACC78884,LSR00002,LST00001,USE02355,CUS53195
LEA16584,2022-05-15,33,ACC33496,LSR00002,LST00002,USE95961,CUS13196
LEA08851,2022-01-08,96,ACC33483,LSR00005,LST00002,USE42547,CUS78309
LEA16808,2020-05-24,38,ACC04174,LSR00001,LST00003,USE90173,CUS17324
LEA16490,2022-09-05,78,ACC30633,LSR00004,LST00003,USE67246,CUS12235
LEA25564,2021-05-22,80,ACC47476,LSR00006,LST00002,USE23457,CUS74158
LEA62146,2020-11-24,84,ACC76609,LSR00001,LST00002,USE86666,CUS27025
LEA24812,2020-04-15,76,ACC60303,LSR00004,LST00001,USE27298,CUS39651
LEA55797,2020-07-23,76,ACC89374,LSR00005,LST00001,USE83708,CUS42870
LEA47612,2021-03-05,38,ACC40496,LSR00002,LST00003,USE35653,CUS16556
LEA98451,2022-09-19,12,ACC54881,LSR00003,LST00001,USE69267,CUS27369
LEA93113,2022-12-02,44,ACC61211,LSR00002,LST00002,USE35653,CUS21427
LEA30505,2021-05-26,88,ACC70493,LSR00002,LST00001,USE97715,CUS88584
LEA44947,2020-10-09,11,ACC33483,LSR00006,LST00002,USE42547,CUS78309
LEA89007,2021-05-19,81,ACC69565,LSR00006,LST00001,USE27298,CUS44635
LEA82300,2022-05-27,11,ACC41646,LSR00001,LST00003,USE40632,CUS70431
LEA05708,2022-12-01,42,ACC71892,LSR00003,LST00002,USE21141,CUS97011
LEA94372,2022-02-24,60,ACC69519,LSR00004,LST00003,USE27298,CUS16996
LEA83197,2020-06-29,25,ACC93619,LSR00004,LST00003,USE23457,CUS37785
LEA81511,2022-11-05,29,ACC32077,LSR00005,LST00001,USE14736,CUS96960
LEA83063,2021-06-19,22,ACC96912,LSR00003,LST00003,USE21141,CUS23847
LEA82781,2020-03-26,16,ACC60303,LSR00002,LST00003,USE27298,CUS39651
LEA84577,2022-01-15,75,ACC83856,LSR00001,LST00001,USE42547,CUS55248
LEA58530,2021-05-25,71,ACC41646,LSR00003,LST00002,USE40632,CUS70431
LEA77563,2020-05-23,13,ACC06170,LSR00004,LST00001,USE34324,CUS51630
LEA14914,2022-02-25,85,ACC52639,LSR00002,LST00002,USE42547,CUS12504
LEA45979,2021-10-12,99,ACC56961,LSR00005,LST00001,USE90173,CUS78946
LEA16997,2021-07-26,60,ACC49445,LSR00003,LST00003,USE02936,CUS64265
LEA52639,2022-05-14,43,ACC78531,LSR00004,LST00002,USE21508,CUS33463
LEA98884,2020-12-12,83,ACC47048,LSR00004,LST00002,USE35653,CUS47311
LEA94265,2022-02-19,58,ACC01063,LSR00001,LST00002,USE02936,CUS36934
LEA07627,2022-02-08,44,ACC67875,LSR00006,LST00002,USE95961,CUS90008
LEA37860,2021-10-07,28,ACC57835,LSR00001,LST00001,USE42547,CUS66389
LEA18053,2020-04-27,59,ACC90697,LSR00005,LST00001,USE01758,CUS28171
LEA04587,2021-09-20,87,ACC75234,LSR00006,LST00001,USE64167,CUS73851
LEA61683,2021-01-08,41,ACC05058,LSR00002,LST00001,USE08695,CUS08763
LEA17146,2021-08-01,31,ACC52639,LSR00001,LST00001,USE42547,CUS12504
LEA83484,2021-12-03,60,ACC06170,LSR00001,LST00002,USE34324,CUS51630
LEA38783,2022-04-09,14,ACC75287,LSR00004,LST00002,USE90173,CUS88377
LEA21253,2022-08-18,100,ACC37341,LSR00003,LST00003,USE23457,CUS43088
LEA18080,2021-09-22,53,ACC41239,LSR00003,LST00001,USE21141,CUS12672
LEA48657,2020-12-22,71,ACC05667,LSR00003,LST00001,USE97715,CUS15981
LEA78544,2021-11-19,100,ACC05243,LSR00004,LST00002,USE14736,CUS86466
LEA44149,2021-08-26,60,ACC38281,LSR00003,LST00002,USE01758,CUS60715
LEA25396,2021-10-15,24,ACC00640,LSR00001,LST00003,USE23457,CUS07833
LEA70357,2020-06-16,79,ACC94035,LSR00006,LST00001,USE23457,CUS28686
LEA90675,2022-11-03,15,ACC74123,LSR00006,LST00003,USE14736,CUS57547
LEA22832,2020-03-20,87,ACC75899,LSR00006,LST00003,USE35653,CUS74036
LEA78847,2020-07-09,17,ACC63297,LSR00006,LST00001,USE90173,CUS63040
LEA19084,2022-10-30,71,ACC35866,LSR00002,LST00002,USE98230,CUS60208
LEA93466,2021-05-14,39,ACC31682,LSR00002,LST00002,USE51109,CUS28020
LEA97387,2022-02-19,82,ACC81139,LSR00001,LST00002,USE47430,CUS78864
LEA16810,2021-02-10,18,ACC03980,LSR00005,LST00002,USE02355,CUS05891
LEA39604,2020-05-22,12,ACC81946,LSR00004,LST00003,USE01758,CUS54838
LEA22843,2021-11-03,16,ACC72518,LSR00003,LST00001,USE51109,CUS95125
LEA60339,2020-10-19,59,ACC04174,LSR00003,LST00002,USE90173,CUS17324
LEA69826,2020-08-23,13,ACC87270,LSR00004,LST00002,USE21141,CUS10848
LEA21333,2021-09-04,63,ACC00666,LSR00006,LST00002,USE40632,CUS01925
LEA80395,2020-07-06,27,ACC75180,LSR00004,LST00003,USE90173,CUS53248
LEA11749,2021-05-22,65,ACC00640,LSR00003,LST00001,USE23457,CUS07833
LEA59897,2022-02-10,70,ACC86855,LSR00003,LST00001,USE40632,CUS94493
LEA55874,2021-07-29,92,ACC61461,LSR00004,LST00001,USE98230,CUS75163
LEA21215,2021-10-31,74,ACC48452,LSR00005,LST00002,USE86666,CUS24364
LEA29999,2020-07-01,61,ACC75287,LSR00005,LST00003,USE90173,CUS88377
LEA79558,2020-02-11,58,ACC35444,LSR00003,LST00002,USE23457,CUS14693
LEA90454,2022-11-23,65,ACC70661,LSR00006,LST00003,USE46703,CUS65513
LEA28813,2022-12-16,60,ACC95015,LSR00006,LST00001,USE30167,CUS67403
LEA71310,2021-04-22,44,ACC28892,LSR00005,LST00001,USE70047,CUS61347
LEA63861,2021-04-16,54,ACC17352,LSR00005,LST00001,USE21508,CUS73760
LEA59403,2020-10-11,89,ACC71486,LSR00001,LST00003,USE88869,CUS64566
LEA11694,2020-03-27,94,ACC17352,LSR00006,LST00001,USE21508,CUS73760
LEA70979,2020-05-08,30,ACC35444,LSR00006,LST00001,USE23457,CUS14693
LEA19062,2020-01-16,79,ACC26159,LSR00004,LST00003,USE46703,CUS69904
LEA23775,2022-04-25,60,ACC25534,LSR00006,LST00003,USE34324,CUS23346
LEA66782,2021-09-17,60,ACC75180,LSR00002,LST00003,USE90173,CUS53248
LEA53464,2020-01-22,46,ACC38636,LSR00006,LST00002,USE70047,CUS98934
