quote_id,expiration_date,discount,total_amount,created_date,revision_number,opportunity_id,quote_status_id
QUO25158,,12,86319,2021-06-01,1,OPP23240,QST00003
QUO06797,2021-02-07,10,49552,2021-01-07,2,OPP77519,QST00002
QUO87854,2020-06-27,18,62832,2020-05-27,1,OPP61308,QST00003
QUO70207,2020-04-29,11,84420,2020-03-29,2,OPP47281,QST00001
QUO35638,,19,9846,2021-05-24,1,OPP41971,QST00002
QUO49625,2022-03-08,24,42966,2022-02-08,2,OPP04200,QST00001
QUO03388,,8,129824,2021-06-14,2,OPP46168,QST00003
QUO18071,2021-04-27,10,24975,2021-03-27,3,OPP71731,QST00003
QUO51979,2021-09-29,19,85932,2021-08-29,1,OPP09515,QST00001
QUO95967,2022-07-29,13,49552,2022-06-29,2,OPP06278,QST00001
QUO04190,2020-04-03,23,139905,2020-03-03,1,OPP53095,QST00002
QUO32252,2020-04-15,12,48065,2020-03-15,2,OPP78882,QST00003
QUO89253,2023-02-28,7,98208,2023-01-28,1,OPP62694,QST00002
QUO11683,,11,67761,2022-07-01,2,OPP85979,QST00003
QUO99425,2021-10-26,17,5239,2021-09-26,2,OPP18486,QST00003
QUO53345,,25,35994,2020-04-12,1,OPP68472,QST00003
QUO15957,,14,55386,2022-06-15,3,OPP86999,QST00002
QUO50252,2021-11-24,19,31335,2021-10-24,2,OPP51977,QST00003
QUO30764,,20,94302,2022-05-09,3,OPP39653,QST00003
QUO03688,,11,157080,2020-09-23,3,OPP44319,QST00003
QUO78880,2021-11-22,16,21660,2021-10-22,3,OPP72017,QST00002
QUO97016,,24,58560,2022-09-04,3,OPP23268,QST00002
QUO26525,2021-10-30,15,147765,2021-09-30,3,OPP36255,QST00003
QUO64324,,24,124838,2022-01-05,3,OPP14227,QST00002
QUO32988,2021-08-09,7,28839,2021-07-09,1,OPP48354,QST00002
QUO38883,2022-12-28,21,64484,2022-11-28,3,OPP54747,QST00002
QUO05570,2022-09-20,3,117792,2022-08-20,2,OPP41241,QST00003
QUO06185,,3,79794,2020-06-24,2,OPP94076,QST00001
QUO45325,,14,141174,2021-06-01,2,OPP23240,QST00003
QUO57854,,10,145730,2022-08-19,2,OPP16560,QST00001
QUO69634,,14,13650,2021-11-11,2,OPP93630,QST00001
QUO83271,2020-06-15,13,60300,2020-05-15,2,OPP44899,QST00003
QUO68357,2020-04-11,9,34992,2020-03-11,1,OPP16223,QST00002
QUO60848,,11,99104,2022-12-23,1,OPP68888,QST00001
QUO71238,,13,36400,2023-01-13,3,OPP02031,QST00003
QUO33629,,21,98208,2023-01-15,1,OPP38638,QST00003
QUO52635,,24,116376,2022-02-10,2,OPP26371,QST00001
QUO08614,,23,91868,2021-06-26,1,OPP05944,QST00002
QUO04756,2022-06-22,10,72800,2022-05-22,3,OPP03376,QST00002
QUO00127,2022-12-06,22,48065,2022-11-06,3,OPP74326,QST00003
QUO03992,,20,56403,2022-07-25,3,OPP26779,QST00003
QUO50843,2020-09-30,11,24975,2020-08-30,1,OPP39850,QST00001
QUO24623,2023-02-02,1,85462,2023-01-02,1,OPP65870,QST00001
QUO86686,2022-07-05,5,139905,2022-06-05,1,OPP46038,QST00003
QUO14179,,20,73644,2022-08-02,1,OPP03839,QST00003
QUO10099,2022-02-28,7,39255,2022-01-29,1,OPP93060,QST00001
QUO77113,,17,19440,2020-12-24,3,OPP92414,QST00001
QUO81826,2021-09-04,15,125616,2021-08-04,2,OPP45855,QST00002
QUO79000,,10,73026,2022-04-05,2,OPP14653,QST00003
QUO28869,2022-11-19,20,100272,2022-10-19,2,OPP84758,QST00003
QUO84339,2022-10-21,9,20956,2022-09-21,2,OPP26923,QST00001
QUO68774,,1,89520,2022-06-17,3,OPP98191,QST00003
QUO01194,2022-05-30,8,24120,2022-04-30,3,OPP85760,QST00002
QUO99295,,9,63136,2022-02-11,1,OPP66479,QST00002
QUO71470,2020-03-02,16,35994,2020-02-02,2,OPP37355,QST00003
QUO08006,2022-11-28,13,25752,2022-10-28,1,OPP88826,QST00003
QUO14520,2022-05-17,24,18200,2022-04-17,2,OPP44638,QST00003
QUO73800,,10,138180,2022-02-11,3,OPP66479,QST00003
QUO83306,,7,42518,2021-12-05,3,OPP39375,QST00003
QUO76145,,5,143232,2022-09-04,2,OPP23268,QST00003
QUO38208,,22,53565,2022-05-09,1,OPP39653,QST00003
QUO03379,,17,18360,2020-08-03,2,OPP95445,QST00002
QUO09406,,12,150076,2022-06-14,3,OPP50808,QST00002
QUO59845,,11,24975,2021-10-14,2,OPP32455,QST00003
QUO54002,,9,37602,2021-02-05,1,OPP12619,QST00003
QUO57036,2021-05-14,24,18360,2021-04-14,3,OPP52923,QST00003
QUO82310,,17,132420,2022-09-01,1,OPP16752,QST00001
QUO70961,,17,141248,2020-02-04,3,OPP87995,QST00003
QUO68742,2021-01-22,19,78540,2020-12-22,3,OPP79411,QST00003
QUO63794,2020-06-27,10,62670,2020-05-27,1,OPP85762,QST00002
QUO76904,2021-11-22,23,163096,2021-10-22,2,OPP72017,QST00003
QUO36736,2021-12-07,16,85230,2021-11-07,2,OPP70181,QST00003
QUO28004,2021-08-16,1,111554,2021-07-16,1,OPP42715,QST00003
QUO32677,2021-12-24,23,53712,2021-11-24,3,OPP35239,QST00003
QUO11080,,16,95984,2021-12-26,1,OPP92980,QST00001
QUO22121,,5,281646,2020-04-19,1,OPP00817,QST00002
QUO84200,,5,59990,2021-01-01,2,OPP70968,QST00003
QUO75722,,24,124906,2022-12-05,1,OPP40182,QST00003
QUO93282,2022-09-30,1,124969,2022-08-31,2,OPP42813,QST00003
QUO48225,2021-07-22,25,92040,2021-06-22,1,OPP13646,QST00001
QUO11471,2022-12-06,17,70587,2022-11-06,1,OPP74326,QST00002
QUO39296,,13,19722,2022-08-16,2,OPP61295,QST00002
QUO82987,2022-07-06,21,45000,2022-06-06,3,OPP26154,QST00001
QUO27544,,11,149232,2022-09-09,2,OPP07966,QST00003
QUO34975,2022-05-14,25,95304,2022-04-14,1,OPP08130,QST00003
QUO87202,,21,35668,2020-11-18,3,OPP71115,QST00003
QUO85102,,1,159834,2022-11-16,3,OPP91372,QST00001
QUO62656,2020-04-11,25,89985,2020-03-11,1,OPP16223,QST00002
QUO43654,,10,65373,2022-12-25,3,OPP89700,QST00003
QUO13479,,13,106539,2020-11-09,2,OPP05966,QST00002
QUO33404,,22,48592,2020-05-13,2,OPP25663,QST00001
QUO65518,2021-02-07,25,68957,2021-01-07,1,OPP77519,QST00001
QUO69378,2022-05-19,6,182647,2022-04-19,2,OPP70987,QST00002
QUO35061,2022-06-01,3,93537,2022-05-01,2,OPP76182,QST00003
QUO16126,2022-01-04,9,17904,2021-12-04,3,OPP22631,QST00003
QUO08080,,19,153456,2021-10-25,3,OPP97495,QST00001
QUO00120,2021-03-08,14,4550,2021-02-08,3,OPP57649,QST00002
QUO95951,,4,121296,2021-09-28,2,OPP37948,QST00003
QUO75812,,13,111492,2022-01-02,3,OPP25069,QST00003
QUO95981,,21,39215,2022-09-25,2,OPP95810,QST00001
QUO90957,,1,9327,2021-10-14,2,OPP32455,QST00003
QUO16430,,17,47590,2021-08-16,1,OPP89363,QST00003
QUO73532,2020-09-19,16,138944,2020-08-19,1,OPP73406,QST00003
QUO97142,,1,56820,2021-01-01,2,OPP70968,QST00003
QUO47133,,3,52703,2022-09-04,1,OPP11374,QST00003
QUO23376,,3,69472,2020-06-21,3,OPP04972,QST00003
QUO17529,,9,112632,2022-03-19,3,OPP84897,QST00003
QUO28746,,8,27216,2022-03-14,2,OPP52270,QST00003
QUO80080,2020-03-20,6,17829,2020-02-20,2,OPP77034,QST00003
QUO44481,2021-03-09,24,91868,2021-02-09,3,OPP07379,QST00003
QUO01008,,11,163421,2021-02-04,1,OPP52055,QST00003
QUO51429,2021-10-01,1,97877,2021-09-01,1,OPP21443,QST00003
QUO14515,2021-08-29,25,26856,2021-07-29,3,OPP87267,QST00003
QUO95097,2021-10-07,6,34736,2021-09-07,3,OPP07225,QST00003
QUO48287,,14,164616,2021-10-29,1,OPP15956,QST00003
QUO02963,2022-06-13,2,85306,2022-05-13,2,OPP44074,QST00003
QUO54558,2020-05-20,19,8114,2020-04-20,3,OPP01433,QST00003
QUO27313,2020-06-16,3,38880,2020-05-16,2,OPP99253,QST00003
QUO84868,,7,74925,2020-10-18,2,OPP49380,QST00003
QUO66721,,13,157840,2021-02-28,3,OPP34379,QST00003
QUO43483,,10,42768,2022-10-11,2,OPP46777,QST00003
QUO31418,,19,120000,2020-10-19,1,OPP72164,QST00003
QUO52515,,4,42840,2022-06-15,3,OPP86999,QST00003
QUO32564,,5,31514,2020-02-16,3,OPP28134,QST00003
QUO89163,,1,3518,2022-05-21,2,OPP73069,QST00003
QUO16129,2020-04-10,9,150000,2020-03-10,3,OPP67772,QST00003
QUO00191,,15,163047,2021-11-05,1,OPP47078,QST00003
QUO44450,2023-01-23,5,30150,2022-12-23,3,OPP23039,QST00003
QUO87822,2023-02-28,12,4502,2023-01-29,1,OPP75648,QST00003
QUO69062,,12,3571,2022-03-07,2,OPP34242,QST00003
QUO45507,,5,176560,2021-02-11,3,OPP83188,QST00003
QUO80103,,11,126640,2020-03-22,3,OPP40432,QST00003
QUO01991,,13,59076,2022-02-10,3,OPP26371,QST00003
QUO68736,2021-01-22,19,29553,2020-12-22,1,OPP79411,QST00003
QUO17368,2023-01-03,10,74616,2022-12-03,3,OPP09602,QST00003
QUO03265,2021-03-28,14,115921,2021-02-28,1,OPP97368,QST00003
QUO55044,2020-08-30,17,25068,2020-07-30,1,OPP66699,QST00003
QUO18242,2020-05-01,4,94980,2020-04-01,3,OPP51736,QST00003
QUO04588,2020-09-09,13,111758,2020-08-09,2,OPP54557,QST00003
QUO09553,2022-12-30,7,85820,2022-11-30,3,OPP61530,QST00003
QUO61481,,25,97877,2020-04-26,2,OPP98687,QST00003
QUO39891,2021-11-20,3,24615,2021-10-20,2,OPP88382,QST00003
QUO95515,2021-03-10,19,128063,2021-02-10,2,OPP83158,QST00003
QUO03320,,6,54901,2020-04-20,2,OPP09076,QST00003
QUO18709,,19,39404,2021-08-05,1,OPP37447,QST00003
QUO32831,,1,35391,2022-02-11,3,OPP66479,QST00003
QUO31929,2020-12-01,5,67530,2020-11-01,2,OPP43555,QST00003
QUO36774,2022-02-28,16,37645,2022-01-29,2,OPP16297,QST00003
QUO46768,,8,37164,2022-03-19,3,OPP70846,QST00003
QUO27122,2020-07-22,1,71028,2020-06-22,2,OPP00162,QST00003
QUO34500,,18,73656,2022-03-26,3,OPP96736,QST00003
QUO97123,2020-06-16,3,133518,2020-05-16,2,OPP11804,QST00003
QUO70515,,11,78510,2022-04-13,1,OPP12434,QST00003
QUO13468,2022-04-14,25,102510,2022-03-14,1,OPP49061,QST00003
QUO25684,2021-03-28,13,158355,2021-02-28,2,OPP29842,QST00003
QUO86495,,15,18996,2020-11-09,2,OPP05966,QST00003
QUO61310,,6,42216,2022-02-11,3,OPP66479,QST00003
QUO80641,,2,107976,2022-09-23,2,OPP90386,QST00003
QUO28076,,25,10713,2020-09-28,1,OPP13324,QST00003
QUO47777,2022-04-14,9,4550,2022-03-14,1,OPP49061,QST00003
QUO14641,,9,134582,2021-10-14,1,OPP32455,QST00003
QUO67862,,5,184240,2020-06-24,3,OPP94076,QST00003
QUO71918,2022-02-20,1,43320,2022-01-20,2,OPP64745,QST00003
QUO86340,,21,103968,2022-01-03,1,OPP50696,QST00003
QUO23089,2022-04-25,12,4550,2022-03-25,3,OPP86247,QST00003
QUO92339,,9,30150,2021-05-08,2,OPP70665,QST00003
QUO48301,,13,66626,2022-02-28,2,OPP00202,QST00003
QUO90323,2021-08-03,8,48065,2021-07-03,2,OPP51515,QST00003
QUO30654,2022-03-10,23,30650,2022-02-10,1,OPP29773,QST00003
QUO49472,2021-09-08,11,31404,2021-08-08,2,OPP88612,QST00003
QUO15898,,12,47106,2021-06-21,1,OPP97589,QST00003
QUO40783,2022-04-08,15,177213,2022-03-08,2,OPP88156,QST00003
QUO99177,,6,16650,2021-02-19,1,OPP80739,QST00003
QUO29772,2021-11-01,4,7500,2021-10-01,3,OPP25013,QST00003
QUO33270,,3,77350,2021-10-29,2,OPP15956,QST00003
QUO09085,,5,79452,2021-03-05,3,OPP77115,QST00003
QUO73808,2022-07-02,13,28206,2022-06-02,1,OPP19669,QST00003
QUO05590,2021-07-04,2,52500,2021-06-04,3,OPP32854,QST00003
QUO71967,,15,38880,2021-06-14,1,OPP46168,QST00003
QUO93037,,8,18462,2021-05-24,2,OPP41971,QST00003
QUO99672,2023-02-11,9,60648,2023-01-11,2,OPP08443,QST00003
QUO51558,2022-11-13,21,73200,2022-10-13,2,OPP10274,QST00003
QUO79896,2022-01-03,3,7670,2021-12-03,3,OPP11028,QST00003
QUO68338,,13,48684,2021-10-04,3,OPP87909,QST00003
QUO27636,,20,19440,2022-11-06,3,OPP46727,QST00003
QUO60233,2021-05-12,1,102408,2021-04-12,1,OPP43492,QST00003
QUO58632,,22,28144,2021-02-05,1,OPP12619,QST00003
QUO20360,,18,47106,2021-07-12,3,OPP35409,QST00003
QUO97889,,4,121710,2021-08-28,3,OPP07274,QST00003
QUO51100,,3,160506,2022-08-26,1,OPP17424,QST00003
QUO63498,,20,120464,2021-02-09,2,OPP65855,QST00003
QUO92490,2020-10-07,23,39460,2020-09-07,3,OPP72985,QST00003
QUO42064,2020-12-25,1,196320,2020-11-25,2,OPP89784,QST00003
QUO05707,,23,154166,2022-08-27,1,OPP07258,QST00003
QUO52192,2020-12-17,21,7670,2020-11-17,3,OPP23482,QST00003
QUO35475,2021-09-24,8,66330,2021-08-24,1,OPP84587,QST00003
QUO35708,2021-02-22,16,73872,2021-01-22,3,OPP50532,QST00003
QUO23519,,9,42840,2020-09-28,3,OPP13324,QST00003
QUO44006,,6,8917,2020-08-03,2,OPP95445,QST00003
QUO65228,2022-06-25,1,53502,2022-05-25,1,OPP68328,QST00003
QUO22321,2022-06-13,9,36400,2022-05-13,1,OPP44074,QST00003
QUO70176,,10,48065,2022-03-07,2,OPP34242,QST00003
QUO34433,,18,9231,2021-12-08,1,OPP73997,QST00003
QUO81687,,13,48065,2020-09-29,3,OPP40010,QST00003
QUO18786,2021-11-20,22,55242,2021-10-20,2,OPP88382,QST00003
QUO07040,2021-03-05,16,61796,2021-02-05,2,OPP98231,QST00003
QUO81925,2020-11-21,10,61300,2020-10-21,1,OPP92580,QST00003
QUO03498,,6,133467,2021-10-04,1,OPP87909,QST00003
QUO02974,,17,58275,2022-02-15,3,OPP17166,QST00003
QUO07773,2021-10-01,19,18360,2021-09-01,2,OPP21443,QST00003
QUO97088,,7,19182,2021-12-26,1,OPP92980,QST00003
QUO36479,,5,55272,2021-07-12,2,OPP35409,QST00003
QUO42922,,3,81900,2020-07-11,2,OPP18139,QST00003
QUO72270,,7,28144,2022-12-26,3,OPP72405,QST00003
QUO47793,,17,48684,2022-12-05,3,OPP40182,QST00003
QUO78592,,3,133467,2022-11-16,3,OPP91372,QST00003
QUO27216,,4,86361,2020-02-22,2,OPP21761,QST00003
QUO90068,,11,27981,2022-12-28,1,OPP89855,QST00003
QUO61483,2021-10-07,19,57629,2021-09-07,1,OPP65071,QST00003
QUO44418,,10,25068,2022-06-17,2,OPP98191,QST00003
QUO46324,2022-05-21,4,157080,2022-04-21,1,OPP85126,QST00003
QUO56161,,19,5943,2021-06-22,2,OPP51386,QST00003
QUO77733,,12,130578,2022-12-09,2,OPP41973,QST00003
QUO89948,2020-05-03,25,18222,2020-04-03,2,OPP91952,QST00003
QUO02069,,24,98080,2022-01-23,1,OPP31601,QST00003
QUO27674,,19,71616,2021-11-12,1,OPP29051,QST00003
QUO72417,2022-08-09,6,149850,2022-07-09,2,OPP54643,QST00003
QUO00488,2020-03-19,18,23100,2020-02-19,1,OPP85080,QST00003
QUO93521,2020-10-30,10,102596,2020-09-30,1,OPP07407,QST00003
QUO66063,2021-07-04,25,105406,2021-06-04,2,OPP32854,QST00003
QUO58006,,20,51975,2021-06-14,2,OPP46168,QST00003
QUO36015,2021-03-10,16,47124,2021-02-10,3,OPP83158,QST00003
QUO92563,,13,9004,2022-04-27,2,OPP01223,QST00003
QUO45271,,14,139905,2021-06-26,1,OPP62488,QST00003
QUO25659,2022-03-10,9,161136,2022-02-10,2,OPP29773,QST00003
QUO65140,,3,122760,2022-01-02,2,OPP25069,QST00003
QUO24634,,7,97600,2021-10-03,3,OPP66904,QST00003
QUO76161,,25,43869,2022-01-09,3,OPP63877,QST00003
QUO41761,,18,42840,2021-10-25,2,OPP27570,QST00003
QUO57699,,23,70360,2022-06-14,3,OPP95171,QST00003
QUO09986,,5,47590,2020-12-24,1,OPP92414,QST00003
QUO91709,,11,10554,2022-03-21,1,OPP94360,QST00003
QUO22078,2021-06-12,2,131240,2021-05-12,1,OPP18318,QST00003
QUO92844,,4,115406,2023-01-16,2,OPP51805,QST00003
QUO46631,,11,49552,2021-01-06,1,OPP69983,QST00003
QUO94459,2022-05-06,5,17325,2022-04-06,3,OPP25583,QST00003
QUO05864,,2,150000,2021-05-22,1,OPP98360,QST00003
QUO32851,,24,78768,2020-04-30,1,OPP36674,QST00003
QUO81079,,2,5943,2021-12-19,1,OPP68476,QST00003
QUO47579,,21,103968,2020-03-13,1,OPP28835,QST00003
QUO52767,2022-04-17,21,86517,2022-03-17,1,OPP88583,QST00003
QUO18489,,20,70686,2021-12-20,1,OPP42663,QST00003
QUO32049,,15,21426,2022-12-20,3,OPP71452,QST00003
QUO72887,,16,89254,2022-01-14,3,OPP44215,QST00003
QUO78639,2021-11-01,5,134582,2021-10-01,1,OPP25013,QST00003
QUO24685,2021-06-11,22,70686,2021-05-11,1,OPP19853,QST00003
QUO30718,,5,105743,2023-01-13,2,OPP02031,QST00003
QUO53479,,2,39215,2020-04-12,1,OPP68472,QST00003
QUO87051,,24,15000,2021-01-12,2,OPP11643,QST00003
QUO79197,2020-09-15,16,84618,2020-08-15,2,OPP98021,QST00003
QUO72462,,22,12664,2022-03-07,3,OPP34242,QST00003
QUO99405,,1,156860,2021-09-28,3,OPP37948,QST00003
QUO94419,2023-02-11,4,24342,2023-01-11,1,OPP08443,QST00003
QUO17468,2020-08-01,14,86273,2020-07-01,2,OPP12627,QST00003
QUO98450,,19,6332,2021-06-14,1,OPP46168,QST00003
QUO36810,,14,54978,2020-02-04,1,OPP94065,QST00003
QUO61709,,23,11664,2021-08-12,2,OPP22057,QST00003
QUO29706,,17,19632,2022-05-25,3,OPP98617,QST00003
QUO14968,,20,12060,2022-01-16,2,OPP58996,QST00003
QUO18218,,12,34656,2021-11-12,1,OPP29051,QST00003
QUO27566,,4,111554,2022-06-15,3,OPP70180,QST00003
QUO81042,2021-11-20,5,62670,2021-10-20,3,OPP88382,QST00003
QUO34680,2022-02-26,7,85230,2022-01-26,2,OPP06306,QST00003
QUO91183,2023-02-28,13,22510,2023-01-29,3,OPP75648,QST00003
QUO13374,2020-05-03,21,45734,2020-04-03,2,OPP91952,QST00003
QUO85448,,17,48684,2022-08-02,1,OPP03839,QST00003
QUO05858,2020-07-11,4,39460,2020-06-11,1,OPP74845,QST00003
QUO76315,,8,34992,2020-08-30,1,OPP20375,QST00003
QUO23993,,15,60232,2021-02-05,3,OPP12619,QST00003
QUO06323,,16,125328,2020-12-23,1,OPP97620,QST00003
QUO54947,2021-11-24,24,77976,2021-10-24,3,OPP15507,QST00003
QUO83431,2023-02-10,25,83943,2023-01-10,2,OPP17799,QST00003
QUO07245,,11,92040,2022-11-22,1,OPP48707,QST00003
QUO39880,,18,22750,2021-05-24,2,OPP41971,QST00003
QUO24986,2021-11-17,12,36780,2021-10-17,2,OPP24841,QST00003
QUO76579,,22,8114,2022-12-25,1,OPP89700,QST00003
QUO96004,2021-11-01,21,101983,2021-10-01,2,OPP25013,QST00003
QUO17366,2021-06-12,21,29448,2021-05-12,2,OPP18318,QST00003
QUO31495,2021-10-30,6,56988,2021-09-30,3,OPP36255,QST00003
QUO31327,2021-12-06,25,19722,2021-11-06,1,OPP79299,QST00003
QUO52330,,7,39460,2022-08-02,2,OPP03839,QST00003
QUO76283,,10,154512,2020-03-22,1,OPP40432,QST00003
QUO59733,,24,8114,2020-06-08,3,OPP28430,QST00003
QUO14637,,20,9004,2020-06-24,1,OPP94076,QST00003
QUO67266,,8,127608,2020-07-11,1,OPP18139,QST00003
QUO28231,,15,39780,2021-02-04,1,OPP52055,QST00003
QUO79212,,9,24520,2021-04-20,2,OPP02441,QST00003
QUO40766,2022-01-04,6,39774,2021-12-04,2,OPP22631,QST00003
QUO08515,,22,69300,2020-10-09,3,OPP70176,QST00003
QUO55679,2022-11-05,6,156927,2022-10-05,,OPP48166,QST00003
